Site,Date,Filename,n_calls,prob1,sp1,prob2,sp2,prob3,sp3,mean_temp,mean_hum,mean_wind,min_temp,min_hum,min_wind,max_temp,max_hum,max_wind
Peace_Whitemud1,20180621,BA1-18__20180622_022012.00#.zc,7,0.206,LABO,0.171142857142857,noise,0.131428571428571,MYLU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180621_232814.00#.zc,7,0.763714285714286,noise,0.198571428571429,LACI,0.0337142857142857,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_040330.00#.zc,3,0.431333333333333,EPFU,0.241333333333333,LACI,0.194666666666667,noise,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_042919.00#.zc,5,0.492,noise,0.106,LACI,0.0876,MYLU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_043058.00#.zc,4,0.552,noise,0.2865,LACI,0.1225,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_012529.00#.zc,42,0.212285714285714,MYLU,0.171,LABO,0.162904761904762,MYVO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_011432.00#.zc,2,0.448,noise,0.188,LACI,0.093,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_031933.00#.zc,4,0.192,noise,0.178,MYLU,0.164,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_031422.00#.zc,4,0.2265,LABO,0.1535,MYLU,0.136,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_024820.00#.zc,2,0.436,EPFU,0.307,LANO,0.173,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_044631.00#.zc,28,0.291857142857143,MYLU,0.182642857142857,MYVO,0.135285714285714,noise,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_022011.00#.zc,10,0.247,noise,0.1916,LABO,0.1364,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_025642.00#.zc,6,0.241333333333333,LABO,0.160333333333333,MYLU,0.118,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015118.00#.zc,2,0.583,noise,0.335,LACI,0.07,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_030955.00#.zc,1,0.55,noise,0.334,LACI,0.086,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015110.00#.zc,4,0.4805,LACI,0.2805,noise,0.2045,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_023912.00#.zc,4,0.2015,MYVO,0.2005,MYLU,0.1035,MYEV,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_011430.00#.zc,7,0.206285714285714,noise,0.148,MYLU,0.141142857142857,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_022009.00#.zc,2,0.251,EPFU,0.225,LACI,0.194,LANO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_032408.00#.zc,58,0.185275862068966,MYLU,0.170344827586207,MYVO,0.169206896551724,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_025650.00#.zc,7,0.330285714285714,MYLU,0.213142857142857,MYVO,0.156571428571429,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_032143.00#.zc,4,0.2165,MYLU,0.1845,MYVO,0.1245,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_024819.00#.zc,1,0.44,EPFU,0.294,LANO,0.18,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_020606.00#.zc,6,0.324,MYLU,0.190333333333333,MYVO,0.140666666666667,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_014141.00#.zc,5,0.2116,MYLU,0.1864,MYVO,0.1096,MYSE,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_022014.00#.zc,1,0.308,MYLU,0.3,LABO,0.12,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_023910.00#.zc,4,0.1645,MYLU,0.1465,EPFU,0.142,MYVO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_014140.00#.zc,2,0.306,MYLU,0.205,LABO,0.135,MYVO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_011431.00#.zc,6,0.259333333333333,noise,0.136666666666667,MYLU,0.134666666666667,MYVO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_005907.00#.zc,70,0.251428571428571,MYLU,0.194114285714286,MYVO,0.132485714285714,noise,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_022553.00#.zc,9,0.27,noise,0.161777777777778,LACI,0.125111111111111,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_043650.00#.zc,1,0.292,EPFU,0.224,MYEV,0.182,LANO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015105.00#.zc,5,0.738,noise,0.2168,LACI,0.0376,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_031930.00#.zc,22,0.360545454545455,MYLU,0.193636363636364,MYVO,0.0965454545454545,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015108.00#.zc,3,0.43,noise,0.390666666666667,LACI,0.155333333333333,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_024821.00#.zc,1,0.394,EPFU,0.358,LANO,0.162,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_043052.00#.zc,2,0.352,LACI,0.274,EPFU,0.204,noise,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_012612.00#.zc,1,0.294,MYLU,0.286,MYVO,0.116,MYEV,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_024818.00#.zc,5,0.3636,EPFU,0.3172,LANO,0.1764,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_041638.00#.zc,21,0.216952380952381,LABO,0.170095238095238,MYLU,0.128,MYVO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_020603.00#.zc,13,0.418307692307692,noise,0.111076923076923,MYLU,0.0938461538461538,MYVO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015109.00#.zc,3,0.403333333333333,LACI,0.333333333333333,noise,0.226,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_040722.00#.zc,7,0.307714285714286,LABO,0.156,noise,0.111714285714286,MYLU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015114.00#.zc,2,0.444,LACI,0.411,noise,0.117,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_033608.00#.zc,24,0.308166666666667,MYLU,0.27425,MYVO,0.09475,LABO,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_012536.00#.zc,5,0.2372,LABO,0.2348,noise,0.1448,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_015113.00#.zc,2,0.501,LACI,0.315,noise,0.158,EPFU,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
Peace_Whitemud1,20180621,BA1-18__20180622_030957.00#.zc,1,0.552,EPFU,0.21,LANO,0.15,LACI,18.400000000000,73.333333333333,13.666666666667,17.700000000000,71.000000000000,7.000000000000,18.800000000000,76.000000000000,22.000000000000
