"Site","Date","Detector","Classification","Count"
"Peace","20190713","Whitemud3_filteredd","EPFU",3
"Peace","20190713","Whitemud3_filteredd","EPFU.LANO",4
"Peace","20190713","Whitemud3_filteredd","LACI",8
"Peace","20190713","Whitemud3_filteredd","unknown",39
