"Site","Date","Detector","Classification","Count"
"Peace","20190713","Whitemud3_filteredb","EPFU",4
"Peace","20190713","Whitemud3_filteredb","EPFU.LANO",59
"Peace","20190713","Whitemud3_filteredb","LABO.MYLU",1
"Peace","20190713","Whitemud3_filteredb","LACI",13
"Peace","20190713","Whitemud3_filteredb","My_40k",1
"Peace","20190713","Whitemud3_filteredb","unknown",134
