"Site","Date","Detector","Classification","Count"
"Peace","20190710","Whitemud1","My_40k",1
"Peace","20190710","Whitemud1","unknown",1
"Peace","20190711","Whitemud1","unknown",1
"Peace","20190713","Whitemud1","unknown",1
